track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_level
3lWHWGrRrVrEoYwolWZ38x,"Replace It, Forget It",THE WLDLFE,35,2dr0NK4uPs9AtNtMvuwmT6,"Replace It, Forget It",2019-10-18,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.554,0.768,6,-6.042,0,0.0387,0.00794,0.0145,0.356,0.753,150.062,206223,somewhat_low
5u3rsmRYRSKJpFHXPT4p07,Every Little Thing I Do,Soul For Real,52,0GmC4fd7RwxsFoo5Ht4nKp,Candy Rain,1995,New Jack Swing - 90s R&B fused w Hip Hop,79xd4wnVuKZK4rJMsL2wPa,r&b,new jack swing,0.713,0.378,7,-9.04,0,0.0298,0.00561,0.00186,0.0845,0.291,99.055,260067,somewhat_high
14msK75pk3pA33pzPVNtBF,7 rings,Ariana Grande,30,03D36t8ODrA8ATvoTStU9P,7 rings,2019-01-18,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.725,0.321,1,-10.744,0,0.323,0.578,0.0,0.0884,0.319,70.142,178640,somewhat_low
3kE4g5dHVUeLdzPukt1VTF,God Level 3,Apache,50,23Ph2Tf7r0k9EI8IkwPF8n,Rap Chileno El Sur Es Hardcore Godlevel Enfermos Del Rap,2015-07-23,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.675,0.797,9,-3.784,0,0.359,0.145,0.0,0.127,0.888,89.977,296054,somewhat_high
1H4idkmruFoJBg1DvUv2tY,Band On The Run - Remastered 2010,Paul McCartney,71,257oomaawruFknt5wYCPDh,Band On The Run (Standard),1973-12-05,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,313027,high
1ESuT2y9AKu1zMdxq47qW5,Sleeping Bag,ZZ Top,46,1YRTFKHD0QDO2QAKvU4mLz,Afterburner,1985-10-28,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.62,0.688,7,-12.892,1,0.0435,0.00181,0.00482,0.0464,0.793,112.122,242333,somewhat_low
5PhjrszvK1n8AtI83fPWVg,Dance No More,OUTRAGE,5,56n0acqkiDtF9FeQdmXDuf,Dance No More,2018-12-26,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.63,0.951,9,-4.157,0,0.112,0.0237,0.156,0.366,0.268,131.966,198858,low
3C0nOe05EIt1390bVABLyN,On The Floor,Jennifer Lopez,68,3sysiYphqNRQw7VKLCg1yE,Love?,2011-01-01,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,somewhat_high
6VAbBF9tzYLq7BJJax9fEH,Não Dá Mais,Mc Don Juan,67,52fjZ755mqouLvsOQDXzzy,Não Dá Mais,2019-12-07,Trap Funk,37i9dQZF1DWTGaQ84g8alz,rap,trap,0.48,0.511,4,-7.709,0,0.199,0.316,0.0,0.215,0.346,149.587,142776,somewhat_high
0WEI3cNqwQ1nyWYsBw3n7f,"""I TRIED FOR YEARS... NOBODY LISTENED""",Iceberg Black,18,33HL1PHasNglK2aUYwxG8f,WAR,2018-09-22,Rap Party 24/7 Radio / Gangsta Rap,4sGnz2x5tbHE2YlW1nemfb,rap,gangster rap,0.914,0.408,10,-6.712,0,0.141,0.0268,0.00179,0.116,0.0944,140.026,150909,low
12yuRA3QEtQzp5LNcxjWCn,Escape (The Piña Colada Song),Crystal Rock,40,67mBW5xsAYD5GrvWZnOGLm,Escape (The Piña Colada Song),2019-10-25,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.643,0.774,0,-8.599,1,0.0343,0.284,3.14e-06,0.182,0.825,99.978,206400,somewhat_low
0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,U2,72,7a5U0GPoAvT3gvEY66FRuN,All That You Can't Leave Behind,2000-01-01,Permanent Wave,03qQtbNHoJuFezRu2CnLuF,rock,permanent wave,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,248400,high
6u1C53AsY5G8tQz0jBuhWt,Breathe,Crime Zcene,27,0LiwCKRyBQyVMSY8Ix7S0Y,Breathe,2019-09-19,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,0.709,0.897,1,-4.852,1,0.235,0.00513,0.6,0.199,0.252,125.953,161925,somewhat_low
1MrZOAWrE9VYYlosHFekQg,Cheapside Sloggers (feat. Gary Holt),Volbeat,48,6zmz8hICEmQZEGPrUyVLwM,Cheapside Sloggers (feat. Gary Holt),2019-07-18,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.422,0.932,6,-4.174,0,0.0535,8.95e-05,0.0454,0.209,0.359,142.072,232107,somewhat_high
7CpbhqKUedOIrcvc94p60Y,Bodies,Drowning Pool,72,089oyV5caclve3ap934iRw,Sinner,2001-01-01,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.659,0.93,4,-3.41,0,0.0783,0.00364,0.00124,0.149,0.534,130.94,201960,high
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,81,5l5gR4rh26QI3fijGFTDrp,Dusk Till Dawn (Radio Edit),2017-09-07,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,high
69X5gWMpn3GpmfAg9hpQXJ,Summer on You,Sam Feldt,38,2e5bjZ1I2a4MgmvqzaZ6Nc,Summer on You,2016-07-22,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56e-06,0.171,0.601,120.968,160009,somewhat_low
3AUW7mAGx1BICBWqsuFgh4,Silence - Tiësto's Big Room Remix,Marshmello,58,6VfxEu1SHtWOF5H9vGUMw5,Silence (Tiësto's Big Room Remix),2017-10-13,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.522,0.941,1,-3.357,0,0.25,0.00621,3.63e-06,0.956,0.0994,130.088,202154,somewhat_high
3HM8FkEO4m2eumlg00fBje,Piano Song,Eryn Allen Kane,39,7sVyk1fdhhiBcguh15NN3N,Aviary: Act 1,2015-11-17,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.469,0.518,0,-6.206,1,0.0526,0.669,8.59e-06,0.0869,0.163,59.381,255760,somewhat_low
4ncDAlyP3gmCWefTlj27zp,You should be sad,Halsey,14,0hXbi1NMz8paMkILeQEWW8,You should be sad,2019-11-08,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.591,0.596,2,-6.38,1,0.0278,0.141,0.0,0.11,0.333,111.009,205473,low
5XLC8xoqyua4U7wJiZAWik,Method Man,Wu-Tang Clan,60,3tQd5mwBtVyxCoEo4htGAV,Enter The Wu-Tang (36 Chambers) [Expanded Edition],1993-11-09,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,0.903,0.519,7,-10.109,1,0.307,0.0286,0.000907,0.328,0.596,101.561,350560,somewhat_high
1dVbC0XoM4VxpDkrv1tcjf,Catching Fire,Ryos,44,4HMuUkqnzXtG4c9CVe0WiR,Catching Fire,2020-01-10,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.63,0.906,3,-4.877,0,0.155,0.0776,2.09e-06,0.175,0.343,128.096,204375,somewhat_low
0mtdxzBRDbueLFpiwpbHKO,Sola,Luis Fonsi,62,5C0YLr4OoRGFDaqdMQmkeH,VIDA,2019-02-01,Pop Latino 2019 - Mix Canciones Reggaeton & Pop Latino - Pop En Español 2019 Musica Para Bailar,5ifDekrUt5lbSIMTSzNNqB,latin,latin pop,0.737,0.525,6,-6.677,0,0.25,0.509,0.0,0.0608,0.483,127.97,205053,somewhat_high
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Juicy J,66,1wJ0LO5PnMZDTrWR2C7qQ8,"Shell Shocked (feat. Kill The Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]",2014-07-22,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.596,0.815,6,-5.668,0,0.0755,0.0111,0.0,0.174,0.459,165.015,206567,somewhat_high
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,83,76FXHQhTuT4QMIxfL09gX8,The Heist,2012-10-09,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,high
2CRbiMK0W14l71SpDKqKZM,Loca Remix,Khea,15,7cxeVJQVXJlwIblOXISb5j,Loca Remix,2018-03-15,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,0.795,0.751,8,-3.661,1,0.0675,0.337,0.0,0.0983,0.537,113.033,346460,low
2gT8OWcAgPg0yawg1qw4Nv,Loma de Cayenas,Vicente Garcia,51,7gSN3OHB6q52ivR61esxSe,Candela,2019-05-24,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.839,0.899,5,-5.25,1,0.127,0.342,0.0,0.0969,0.964,129.955,227907,somewhat_high
5C0LFQARavkPpn7JgA4sLk,Every Breath You Take - Remastered 2003,The Police,28,28eOriEfl7IGbQDNvWIWXK,Synchronicity (Remastered),1983-06-01,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,253250,somewhat_low
5LIJvRvIT5aEb0Dclhgy6c,Walk on By,Kendra Morris,5,0SN5531qDvJh9Ydpz1aZc8,Mockingbird,2014-10-01,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.6,0.636,6,-7.94,1,0.0362,0.0148,0.146,0.217,0.464,105.003,223562,low
6gNTUALYq5cQXVCwXR7snp,JUST SAYING,Comethazine,54,2s6B6IjL7Y4CHeDfqSm02s,BAWSKEE 3.5,2019-07-26,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.814,0.402,1,-10.296,1,0.728,0.0812,0.0,0.0844,0.3,159.941,108554,somewhat_high
5avDeYm5YWTj3xj2ysccWu,Breakout,Margaret Durante,30,18c2h2tjmiJYSFVe144llF,Shake It Up: Break It Down,2011-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.833,0.805,8,-5.507,0,0.0851,0.0523,8e-05,0.294,0.5,114.996,179040,somewhat_low
2hwP5iDppOTJu60B7WIfac,Songs To Make You Move,Certain Animals,26,0qAwv14MVs4EPAqdjQOZcT,Songs To Make You Move,2020-01-10,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.39,0.654,11,-9.865,0,0.0411,4.26e-05,0.633,0.102,0.592,175.829,176803,somewhat_low
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,79,4rFrdkSWs0dtj0rWPzOk1v,Lukas Graham,2016-04-01,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,high
0eFvoRSTTaR2q8bSWVjwfp,Welcome To The Jungle,Guns N' Roses,14,4a92B7gXZWKJopxs6gWgqb,Greatest Hits,2004-01-01,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,271867,low
2xyx0o4xNOLLjBSbOOdcbA,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,80,1qgJNWnPIeK9rx7hF8JCPK,Over It,2019-10-04,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,143227,high
6mpAOrpdrq5mJTGo8nrvSO,Rock Candy,Montrose,48,2amSBnQhrVdXM6QJK2KBSE,Montrose,1973,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.411,0.633,9,-9.343,1,0.0299,0.00399,0.00189,0.151,0.754,78.727,303800,somewhat_high
2Y2ud3awMZHDxOCpDebiv3,Umbrella,Rihanna,15,1G2ZRwcqN6warfakvcPgEs,Good Girl Gone Bad: Reloaded,2008-06-02,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,low
4IyVra117kbefOwCEkKPb2,Activate,Sandro Silva,31,21l4YlhJ5FYFvGDeaW9jrZ,Activate,2019-12-04,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.641,0.874,1,-4.991,1,0.0746,0.136,2.44e-06,0.199,0.14,127.922,177187,somewhat_low
2gWQzeOzv9zDob2zeo5b1G,Kinder Eyes (feat. Ryann),Ryan Riback,48,0fRv5dumhyqtR2wS9mPXSM,Kinder Eyes (feat. Ryann),2019-01-11,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.774,0.582,10,-6.904,1,0.261,0.0904,0.0,0.107,0.421,99.973,181899,somewhat_high
3eSyMBd7ERw68NVB3jlRmW,Pressure,Muse,69,5OZgDtx180ZZPMpm36J2zC,Simulation Theory (Super Deluxe),2018-11-09,Permanent Wave,6dqoVI7qwYLyNqbg0MPad3,rock,permanent wave,0.622,0.842,11,-3.678,0,0.0609,0.00342,0.00014,0.0575,0.724,136.041,235600,high
7vGGAJBkHKxKtOnGjQduDV,Saturday Nights,Khalid,72,4UNwL1B7JoymNUiTFJa52B,Suncity,2018-10-19,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.54,0.439,10,-8.591,1,0.115,0.635,1.93e-05,0.0993,0.371,167.908,209547,high
5kc6erfW0v4PtsBtRJpf0Z,Skyline,FKJ,61,0jJ7mMkCkTe7p9EJgSRxgi,French Kiwi Juice,2017-03-02,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.697,0.433,7,-9.822,0,0.052,0.614,0.042,0.0901,0.266,148.087,249847,somewhat_high
4Ma0AJSqSln7urarBL8A2C,Hey Mr. D.J. - Original Mix - Edit,Zhané,29,3ChG0pQjLzXun4DNbqnDfp,90s R&B,2014-09-26,1987-1997 OLD SKOOL JAMZ,0WicovBbxeB0nvQC6IfuaT,r&b,new jack swing,0.868,0.629,2,-6.925,1,0.059,0.043,0.0124,0.0949,0.872,101.291,256640,somewhat_low
6Thw69oeS0M2N553QGRv8g,The Night,Hogland,11,3nRuiijgTmr9BM2csZuKho,The Night,2015-09-14,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.644,0.588,6,-7.196,1,0.0335,0.0549,0.000376,0.0932,0.277,102.033,230018,low
1nihX7AXe5qdt3OmDcstTb,Senses,KINGDØMS,41,6cI8Fq1iIqpuXovoGjgQap,Senses,2020-01-20,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.708,0.662,9,-7.492,1,0.0791,0.0194,0.00132,0.0882,0.281,115.999,237026,somewhat_low
0BryGBaXMKkNapnKtbJJnb,Kannste ma sehn,Baba Saad,26,1JjJvWgyfzdEilCM80kyxb,Yayo Tape,2014,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.623,0.965,11,-4.686,0,0.263,0.105,0.0,0.0723,0.478,92.54,159009,somewhat_low
24DQClJOxaAMl1ETu2sqgT,NEW WIP - Chris Lorenzo Remix,Boombox Cartel,46,4djD7jdIJCAhV80Tm0cxGq,NEW WIP (Remixes),2019-09-19,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.922,0.919,11,-3.457,0,0.0963,0.00692,0.0232,0.0232,0.76,130.001,222462,somewhat_low
6Hgh47WXVKtXN5zGOu0hjI,OTW,Khalid,78,0c4JocKlxYfBjZep8TJkcI,OTW,2018-04-20,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014,high
46pF1zFimM582ss1PrMy68,Christmas (Baby Please Come Home),Darlene Love,73,2kzkwgOFAtRsDsas5Hi0Qu,A Christmas Gift For You From Phil Spector,1963,Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,0.343,0.76,3,-7.146,1,0.0513,0.392,0.000388,0.0773,0.356,126.322,166453,high
6Nq5N6GC5Ik5mteYWlpgKp,SHADOW CITY,Akira Terao,32,1xq0dT5qsTT4VVimv06o7Y,Reflections,1981-04-05,Japanese Funk/Soul/NEO/Jazz/Acid,4zNayWuATXCAA9gaXvnFnq,r&b,neo soul,0.381,0.617,8,-12.336,0,0.0307,0.366,0.845,0.283,0.582,86.457,264027,somewhat_low
6r6C5X5flyxMfLDXcv9oVn,Superstitious - Chris McClenney Remix,MKTO,29,3o4z83EJOHtdpuOkpcEo7C,Superstitious (Chris McClenney Remix),2016-05-27,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.778,0.496,8,-8.516,1,0.103,0.0725,2.8e-05,0.209,0.374,116.983,203453,somewhat_low
3VKDOXkmTHt4Xa78U4dbDp,Back Together,Loote,54,4NwBWom1WMTNFHa2G7NaHm,Back Together,2018-09-21,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.769,0.569,7,-5.615,1,0.191,0.255,0.0,0.0964,0.485,110.032,183280,somewhat_high
2Wb7cfgUCj3C95H5vCrsGg,Room for Two,Moe Aly,38,6ZIuGnWaIbnA7kcxiZP9aH,Room for Two,2019-08-09,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.387,0.693,10,-7.865,0,0.0589,0.182,0.0,0.171,0.287,149.187,201612,somewhat_low
2QiTjFOgh3dtfQR2YoSoVv,solace,Xfruge,3,3tLA4Biu9F1RHuOiOwALrk,Solace,2018-10-02,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.784,0.316,4,-20.824,0,0.217,0.761,0.931,0.124,0.617,169.994,69697,very_low
2Yy1oOzy0RQuXB0cQcFsys,My City,M.C. Azad,32,4DdbiC4ApXLOQU9qCg1amF,Most Wanted,2018-01-07,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0.687,0.7,2,-6.966,1,0.218,0.288,0.0,0.134,0.188,139.855,209189,somewhat_low
72ZeHD0lrIIBDlaZefI4bf,Remember the Brightness,オメガトライブ,24,0rKp7KsPDhyl7saBEKGxE4,First Finale,1985-12-11,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,0.562,0.792,2,-3.679,0,0.0399,0.582,0.0,0.217,0.494,101.519,271773,low
2TyCAfhwu5tRqFW8VnGMIL,Don't Touch My Hair,Solange,61,3Yko2SxDk4hc6fncIBQlcM,A Seat at the Table,2016-09-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.823,0.411,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.997,257547,somewhat_high
1XMgFNqrmnSHIKp2YXkPyp,Drops,Solarrio,6,2v04CNdZ5yho0uFvTTfjfX,Drops,2016-10-14,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.62,0.692,1,-6.423,0,0.103,0.0251,7.54e-05,0.151,0.397,159.062,238560,low
7ILEWkpfdK6AjH2D7jppWk,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,68,1BfLzaTFI5qKsAAk0Ae6aV,Indigo,2019-06-28,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,0.66,0.395,7,-5.242,1,0.0333,0.873,0.0,0.112,0.678,81.997,204880,somewhat_high
7IQ31sLsqagiPCDeD7SIFt,Estrellas de Rock,BVNDIDOS,32,4deOt73JufZ5YekTrC1L0I,Estrellas de Rock,2019-12-06,Trap Argentino - Trap Argentina,6ltss0ThreZ3uIMn5mr4Tm,rap,trap,0.904,0.56,8,-6.808,0,0.0746,0.158,0.0072,0.106,0.266,133.026,205019,somewhat_low
75wtugYpepfnAzjVH6twz4,Real Love,"Gotay ""El Autentiko""",36,5P3Aem9u2DsEWlUyJOcNGH,El Del Vibrato,2013-10-29,Los Cangri,2hTs6GuPwhmg4ApNqxWXLE,latin,latin hip hop,0.625,0.835,8,-5.679,0,0.0469,0.322,0.0,0.0685,0.849,169.945,230893,somewhat_low
7dNwJbsT0sg1le5kVugGJb,Bubalu,Becky G,76,6JEvViJkAj8GjJbTeU5I7q,Bubalu,2018-11-06,Reggaeton 2020 😍 🔥,03sDEv7FN58Mb9CJOs1Tgn,latin,reggaeton,0.8,0.355,6,-10.47,0,0.0895,0.616,0.0,0.118,0.253,145.929,228493,high
72ZxxtVWKGiICLhyL2Fcix,Speechless,Candyland,38,0JZzm7poCKSddemyIQ1AOr,Speechless (feat. RKCB),2015-10-30,Tropical Morning,0vbtbmyihyvl2MVYrdKdGw,latin,tropical,0.682,0.824,1,-5.832,1,0.0329,0.00568,5.27e-06,0.0679,0.389,123.023,194573,somewhat_low
3fNf71Ktya4CYMqGM6eRud,Stupid Girl,Garbage,47,1Vze7jtjAVQOdIIQ8oO2X7,Garbage (20th Anniversary Deluxe Edition/Remastered),1995,Intro to Permanent Wave,3QGjcvI9hCZw81NqKq3ZGv,rock,permanent wave,0.634,0.756,1,-4.81,0,0.0332,0.00251,0.000441,0.0427,0.661,119.948,258533,somewhat_low
0XCvApofV9SjL7rkJh1BaO,Instinto Brutal,Canabision,19,360LHTOrGYTo69M21w24vE,Crónica Negra,2016-11-15,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.673,0.831,7,-3.896,1,0.361,0.12,0.0,0.108,0.649,90.841,269033,low
54zz2PbffoEYnTv7zAL0Yx,Ever After,Marianas Trench,34,5fHGpmtWhiS4ezzQW2wp4e,Ever After,2011-11-11,urban contemporary,4WiB26kw0INKwbzfb5M6Tv,r&b,urban contemporary,0.296,0.632,6,-5.93,1,0.0414,0.337,0.0,0.0878,0.179,129.881,394120,somewhat_low
4pN4icvWINm9uN3bElfbec,Cubierto de Ti,Rauw Alejandro,53,6LFvjapGGToOCWwAz1CPQs,Cubierto de Ti,2019-05-17,Trap Luv,37i9dQZF1DWTLxOkM7PwUb,rap,trap,0.816,0.613,4,-3.943,0,0.0648,0.302,0.0,0.681,0.514,146.003,269589,somewhat_high
20s3FayrStM8GY0m4dRFsw,Paid In Full,Eric B. & Rakim,51,3miZDfDnP7SmOXAJXWdFmz,Paid In Full,1987,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.878,0.851,7,-8.971,1,0.232,0.00228,0.00125,0.0509,0.404,99.014,228667,somewhat_high
0HjiQYZdHqrKyfeQL3JYw3,Rub You The Right Way,Johnny Gill,12,6shDGK1FTw4z7QjGMUZkBV,Dance Classics - Best Of vol. 5,2011-01-01,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",3krpccUV68nBGAQbvHEZDC,r&b,new jack swing,0.576,0.97,7,-7.667,1,0.0608,0.00456,0.000297,0.0656,0.751,111.584,340027,low
6xUy203RnyyOfbqf96Nven,Selfish,Dimitri Vegas & Like Mike,69,23RN2ZUUWMissFUhN7qgv8,Selfish,2019-02-15,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.407,0.789,7,-4.229,0,0.282,0.17,0.0,0.126,0.687,92.933,167857,high
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,84,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,high
5AFXAnmid4MBfUGJHISTqT,W.A.N.T.S,Global Dan,54,1forWJ3Kcmc1keLS1NFd9X,Global Meltdown,2019-06-28,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.699,0.582,6,-6.393,1,0.142,0.0368,1.44e-06,0.114,0.429,159.985,152707,somewhat_high
474TEoMGE3C9KBNAkTb9Rk,Right Here,doVicente,24,44yqf7oGuEAA25Csnt3gN7,Right Here,2019-11-29,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,0.863,0.304,6,-16.88,1,0.559,0.664,0.00492,0.35,0.51,100.093,176475,low
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,86,3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,2019-01-23,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,high
02Qo5DFgoGTiBGo4ZUvjXm,pete davidson,Ariana Grande,36,5KOu62BJwwCJTfyyAaEbZk,Sweetener,2018-08-17,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.654,0.312,4,-10.212,1,0.0508,0.429,8.59e-06,0.19,0.304,119.9,73813,somewhat_low
2kUzt5LsTUR0ggquP7O3eN,Whatever You Want,Status Quo,62,08GCJIrpY1IegMp73501Z2,Whatever You Want,1979,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.56,0.705,2,-6.761,1,0.0498,0.772,0.00259,0.264,0.501,122.456,243547,somewhat_high
73Al6Axo6ji5BBqzI68g2A,Perdoname,Mora,63,44oXUYrX9PYtfN341v7WDE,Perdoname,2019-07-05,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,0.888,0.613,8,-4.969,0,0.187,0.333,1.07e-06,0.158,0.57,127.062,178583,somewhat_high
2jsbLRAHKu0FCZcbySednM,Futari No Natsu Monogatari Never Ending Summer,オメガトライブ,35,1ZluSoV6IVEiQxEfrnIYBB,Another Summer,1985-07-01,Japanese Funk/Soul/NEO/Jazz/Acid,4zNayWuATXCAA9gaXvnFnq,r&b,neo soul,0.602,0.851,5,-4.566,1,0.0443,0.353,5.83e-06,0.104,0.709,156.796,238467,somewhat_low
